289,W 6th St @ E St,42.335827,-71.051409
255,W 7th St @ F St,42.33425,-71.050899
288,W 6th St @ F St,42.334842,-71.0499
160,W Broadway @ E St,42.337921,-71.049404
155,W Broadway @ E St,42.337652,-71.049177
49,Dorchester St @ W 8th St,42.332781,-71.051338
17,Dorchester St @ E 8th St,42.332717,-71.051146
258,E 8th St @ Dorchester St,42.332673,-71.05098
154,W Broadway @ D St,42.338803,-71.050975
6551,Federal St @ Franklin St,42.355286,-71.056411
11891,Pearl St @ Congress St,42.357495,-71.056251
74611,South Station Silver Line - Outbound,42.352271,-71.055242
South Station,South Station,42.35176309,-71.05479665
892,Summer St @ Dorchester Ave,42.351549,-71.052959
221,Atlantic Ave. @ Congress St.,42.353792,-71.053183
191,Congress St @ North St,42.360387,-71.057129
place-bomnl,Bowdoin,42.361365,-71.062037
4511,New Sudbury @ Congress St,42.362361,-71.058551
190,Congress St @ State St,42.358789,-71.056733
51317,Huntington Ave @ Ruggles St,42.337612,-71.095267
71391,Huntington Ave @ Louis Prang St,42.337836,-71.095698
31317,Huntington Ave @ Longwood Ave,42.335831,-71.099868
place-lngmd,Longwood Medical Area,42.33596,-71.100052
1800,Louis Prang St @ Evans Way,42.338412,-71.097203
31318,Longwood Ave @ Huntington Ave,42.33577,-71.099902
1784,Ruggles St @ Huntington Ave,42.337416,-71.095079
11323,Malcolm X Blvd opp O'Bryant HS,42.330605,-71.088421
1145,42A John Eliot Sq,42.329962,-71.091547
11257,Malcolm X Blvd @ King St,42.331197,-71.092692
21148,Malcolm X Blvd @ Tremont St,42.331345,-71.093318
1257,Tremont St @ Prentiss St,42.333071,-71.092378
1144,Centre St @ Highland Ave,42.329657,-71.093032
1150,Centre St @ Gardner St,42.329386,-71.094099
1222,Columbus Ave @ Malcolm X Blvd,42.331191,-71.094468
1179,Washington St @ Guild St,42.326035,-71.087812
40001,Warren St @ Dabney Pl,42.325353,-71.083397
1174,Washington St @ Circuit Terr,42.325827,-71.087772
1180,Washington St @ Cedar St,42.324307,-71.088773
77,Massachusetts Ave @ Marlborough St,42.34995,-71.089148
95,Massachusetts Ave @ Beacon St,42.350773,-71.089334
1929,Ipswich St @ Lansdowne St,42.347221,-71.094218
place-kencl,Kenmore,42.348949,-71.095169
1921,Ipswich St @ Lansdowne St,42.347235,-71.094369
1486,Dudley St @ Magazine St,42.325142,-71.074807
