x1,y1,z1,x2,y2,z2,x3,y3,z3
-71.1622,42.2882,-8802.358648,-71.1594,42.2686,14.78957951,-71.1594,42.347,134
-71.1622,42.291,-8826.127743,-71.1594,42.2714,12.51919752,-71.1594,42.3498,89
-71.1622,42.2938,-8872.884002,-71.1594,42.2742,13.50488052,-71.1594,42.3526,80
-71.1622,42.2966,-8922.022016,-71.1594,42.277,12.98250827,-71.1594,42.3554,65
-71.1622,42.2994,-8946.991035,-71.1594,42.2798,13.19112698,-71.1594,42.3582,7
-71.1622,42.3358,-11778.17867,-71.1594,42.2826,13.75852511,-71.1566,42.2574,31
-71.1622,42.3386,-11839.7426,-71.1594,42.2854,13.29256415,-71.1566,42.2602,86
-71.1622,42.3414,-11693.81175,-71.1594,42.2882,13.25591769,-71.1566,42.263,78
-71.1622,42.3442,-11643.44923,-71.1594,42.291,13.20702211,-71.1566,42.2658,47
-71.1622,42.347,-11799.63131,-71.1594,42.2938,12.96656926,-71.1566,42.277,5
-71.1622,42.3498,-11875.8468,-71.1594,42.2966,15.23971468,-71.1566,42.2798,28
-71.1622,42.3526,-11352.53439,-71.1594,42.2994,17.12561552,-71.1566,42.2826,101
-71.1622,42.3554,-10958.65636,-71.1594,42.333,10.24530263,-71.1566,42.2854,136
-71.1594,42.2574,-7805.995196,-71.1594,42.3358,18.17505255,-71.1566,42.2882,27
-71.1594,42.2602,-8630.198329,-71.1594,42.3386,14.4534588,-71.1566,42.291,34
-71.1594,42.263,-8153.92076,-71.1594,42.3414,13.7187102,-71.1566,42.2938,37
-71.1594,42.2658,-8007.199843,-71.1594,42.3442,15.5684245,-71.1566,42.2966,89
-71.1594,42.2686,-8073.584085,-71.1594,42.347,13.489515,-71.1566,42.333,3
-71.1594,42.2714,-8220.241033,-71.1594,42.3498,13.54241849,-71.1566,42.3386,99
-71.1594,42.2742,-8426.271277,-71.1594,42.3526,13.47313832,-71.1566,42.3414,137
-71.1594,42.277,-8739.993646,-71.1594,42.3554,13.29366137,-71.1566,42.3442,26
-71.1594,42.2798,-9419.483427,-71.1594,42.3582,13.52665678,-71.1566,42.347,56
-71.1594,42.2826,-9368.925267,-71.1566,42.2574,12.86509753,-71.1566,42.3498,200
-71.1594,42.2854,-9287.314716,-71.1566,42.2602,13.39812331,-71.1566,42.3526,56
-71.1594,42.2882,-9226.496186,-71.1566,42.263,12.97128464,-71.1566,42.3554,69
-71.1594,42.291,-9192.418509,-71.1566,42.2658,13.48274529,-71.1566,42.3582,15
-71.1594,42.2938,-9267.617335,-71.1566,42.2686,13.36760757,-71.1538,42.2602,19
-71.1594,42.2966,-9393.251592,-71.1566,42.2714,12.91779621,-71.1538,42.263,88
-71.1594,42.2994,-9296.430777,-71.1566,42.2742,14.56234068,-71.1538,42.2658,56
-71.1594,42.333,-11482.79105,-71.1566,42.277,14.34456185,-71.1538,42.2742,1
-71.1594,42.3358,-11844.88677,-71.1566,42.2798,13.18437389,-71.1538,42.277,22
-71.1594,42.3386,-12058.77329,-71.1566,42.2826,13.82771358,-71.1538,42.2798,17
-71.1594,42.3414,-12150.02532,-71.1566,42.2854,13.60980164,-71.1538,42.2826,21
-71.1594,42.3442,-12219.24564,-71.1566,42.2882,13.2136199,-71.1538,42.2854,78
-71.1594,42.347,-12393.94672,-71.1566,42.291,13.0357918,-71.1538,42.2882,146
-71.1594,42.3498,-12438.99639,-71.1566,42.2938,13.02356628,-71.1538,42.291,60
-71.1594,42.3526,-11930.24961,-71.1566,42.2966,15.19559568,-71.1538,42.2938,47
-71.1594,42.3554,-11518.61111,-71.1566,42.333,13.89638264,-71.1538,42.333,13
-71.1594,42.3582,-11168.33045,-71.1566,42.3386,15.17558335,-71.1538,42.3386,213
-71.1566,42.2574,-7733.480521,-71.1566,42.3414,14.04880528,-71.1538,42.3414,181
-71.1566,42.2602,-8379.32172,-71.1566,42.3442,14.15141571,-71.1538,42.3442,77
-71.1566,42.263,-8280.72691,-71.1566,42.347,13.46702701,-71.1538,42.347,120
-71.1566,42.2658,-8088.49946,-71.1566,42.3498,13.64169671,-71.1538,42.3498,276
-71.1566,42.2686,-8163.216132,-71.1566,42.3526,13.2942184,-71.1538,42.3526,142
-71.1566,42.2714,-8322.638088,-71.1566,42.3554,13.23199732,-71.1538,42.3554,146
-71.1566,42.2742,-8547.48621,-71.1566,42.3582,13.60481216,-71.1538,42.3582,73
-71.1566,42.277,-8893.353511,-71.1538,42.2602,12.73466503,-71.151,42.2602,114
-71.1566,42.2798,-9637.959683,-71.1538,42.263,14.90091617,-71.151,42.263,30
-71.1566,42.2826,-9968.317553,-71.1538,42.2658,12.76194985,-71.151,42.2658,121
-71.1566,42.2854,-10568.2105,-71.1538,42.2686,12.10911757,-71.151,42.2686,86
-71.1566,42.2882,-9831.422798,-71.1538,42.2714,13.45098344,-71.151,42.2714,11
-71.1566,42.291,-9580.337087,-71.1538,42.2742,13.87753872,-71.151,42.2742,12
-71.1566,42.2938,-9691.214854,-71.1538,42.277,13.10395143,-71.151,42.277,17
-71.1566,42.2966,-13025.31804,-71.1538,42.2798,13.22825624,-71.151,42.2798,19
-71.1566,42.333,-11956.00922,-71.1538,42.2826,13.32058391,-71.151,42.2826,18
-71.1566,42.3358,-12427.28838,-71.1538,42.2854,13.62587271,-71.151,42.2854,26
-71.1566,42.3386,-12749.41791,-71.1538,42.2882,13.13610072,-71.151,42.2882,97
-71.1566,42.3414,-12981.30865,-71.1538,42.291,13.15306612,-71.151,42.291,27
-71.1566,42.3442,-13015.84097,-71.1538,42.2938,13.0939639,-71.151,42.2938,22
-71.1566,42.347,-13365.02283,-71.1538,42.3358,15.91162483,-71.151,42.3358,183
-71.1566,42.3498,-14284.95776,-71.1538,42.3386,15.16109581,-71.151,42.3386,239
-71.1566,42.3526,-12784.89171,-71.1538,42.3414,15.29163014,-71.151,42.3414,215
-71.1566,42.3554,-12210.787,-71.1538,42.3442,13.77115703,-71.151,42.3442,34
-71.1566,42.3582,-11884.0212,-71.1538,42.347,13.76831102,-71.151,42.347,109
-71.1538,42.2602,-7883.815951,-71.1538,42.3498,13.86817808,-71.151,42.3498,610
-71.1538,42.263,-8026.833151,-71.1538,42.3526,13.60678479,-71.151,42.3526,115
-71.1538,42.2658,-8117.126934,-71.1538,42.3554,13.30514019,-71.151,42.3554,124
-71.1538,42.2686,-8249.892096,-71.1538,42.3582,14.84704243,-71.151,42.3582,156
-71.1538,42.2714,-8429.462471,-71.151,42.2602,13.35797971,-71.1482,42.2574,95
-71.1538,42.2742,-8657.775123,-71.151,42.263,12.79792609,-71.1482,42.2602,112
-71.1538,42.277,-8953.058847,-71.151,42.2658,12.70854091,-71.1482,42.263,19
-71.1538,42.2798,-9332.75794,-71.151,42.2686,12.74618063,-71.1482,42.2658,4
-71.1538,42.2826,-9821.115001,-71.151,42.2714,12.91330605,-71.1482,42.2686,56
-71.1538,42.2854,-11008.30546,-71.151,42.2742,12.98873039,-71.1482,42.2714,37
-71.1538,42.2882,-10426.39857,-71.151,42.277,13.21518644,-71.1482,42.2742,31
-71.1538,42.291,-9917.395561,-71.151,42.2798,13.15366716,-71.1482,42.277,30
-71.1538,42.2938,-9854.860937,-71.151,42.2826,13.34197093,-71.1482,42.2798,26
-71.1538,42.333,-12699.17185,-71.151,42.2854,13.81058416,-71.1482,42.2826,18
-71.1538,42.3358,-13736.08177,-71.151,42.2882,13.25816346,-71.1482,42.2854,46
-71.1538,42.3386,-14023.07353,-71.151,42.291,13.12596082,-71.1482,42.2882,513
-71.1538,42.3414,-15210.76118,-71.151,42.2938,13.11061109,-71.1482,42.291,10
-71.1538,42.3442,-13910.41018,-71.151,42.3358,14.58870862,-71.1482,42.2938,15
-71.1538,42.347,-14808.12531,-71.151,42.3386,15.05164933,-71.1482,42.2966,9
-71.1538,42.3498,-16776.77266,-71.151,42.3414,13.99716768,-71.1482,42.3386,260
-71.1538,42.3526,-13814.10915,-71.151,42.3442,14.26649194,-71.1482,42.3414,166
-71.1538,42.3554,-13042.19438,-71.151,42.347,13.3823987,-71.1482,42.3442,112
-71.1538,42.3582,-12837.14906,-71.151,42.3498,13.84090182,-71.1482,42.347,56
-71.151,42.2602,-7834.712109,-71.151,42.3526,13.57046708,-71.1482,42.3498,196
-71.151,42.263,-8009.767961,-71.151,42.3554,13.47713291,-71.1482,42.3526,93
-71.151,42.2658,-8171.426098,-71.151,42.3582,14.20528073,-71.1482,42.3554,231
-71.151,42.2686,-8345.082446,-71.1482,42.2602,15.99809516,-71.1482,42.3582,64
-71.151,42.2714,-8543.985261,-71.1482,42.263,12.84746231,-71.1454,42.2518,37
-71.151,42.2742,-8774.655332,-71.1482,42.2658,12.90311224,-71.1454,42.2546,56
-71.151,42.277,-9045.179668,-71.1482,42.2686,12.53271999,-71.1454,42.2574,165
-71.151,42.2798,-9371.612835,-71.1482,42.2714,13.0389239,-71.1454,42.2602,2
-71.151,42.2826,-9813.23996,-71.1482,42.2742,12.94339312,-71.1454,42.263,34
-71.151,42.2854,-10646.37343,-71.1482,42.277,13.07230757,-71.1454,42.2658,1
-71.151,42.2882,-11204.66321,-71.1482,42.2798,13.09604951,-71.1454,42.2714,59
-71.151,42.291,-10191.20882,-71.1482,42.2826,13.27900193,-71.1454,42.2742,31
-71.151,42.2938,-9990.679725,-71.1482,42.2854,13.10708203,-71.1454,42.277,20
-71.151,42.3358,-17674.94399,-71.1482,42.2882,13.6064494,-71.1454,42.2798,14
-71.151,42.3386,-15655.86334,-71.1482,42.291,13.23199476,-71.1454,42.2826,31
-71.151,42.3414,-15061.95706,-71.1482,42.2938,13.07612244,-71.1454,42.2854,87
-71.151,42.3442,-14446.80401,-71.1482,42.2966,12.89973045,-71.1454,42.2882,35
-71.151,42.347,-15678.79341,-71.1482,42.3386,14.31905199,-71.1454,42.291,15
-71.151,42.3498,-16189.88337,-71.1482,42.3414,14.06605664,-71.1454,42.2938,9
-71.151,42.3526,-14609.55917,-71.1482,42.3442,13.44965109,-71.1454,42.2966,18
-71.151,42.3554,-14455.09534,-71.1482,42.347,13.43157553,-71.1454,42.3414,271
-71.151,42.3582,-13482.53635,-71.1482,42.3498,16.7491996,-71.1454,42.3442,133
-71.1482,42.2574,-7697.783331,-71.1482,42.3526,13.43048801,-71.1454,42.347,128
-71.1482,42.2602,-7887.549097,-71.1482,42.3554,14.46171038,-71.1454,42.3498,220
-71.1482,42.263,-8073.510226,-71.1482,42.3582,14.25901847,-71.1454,42.3526,83
-71.1482,42.2658,-8260.614404,-71.1454,42.2518,12.64693928,-71.1454,42.3554,71
-71.1482,42.2686,-8458.618801,-71.1454,42.2546,15.48434548,-71.1454,42.3582,51
-71.1482,42.2714,-8675.194257,-71.1454,42.2574,17.67684787,-71.1454,42.361,54
-71.1482,42.2742,-8913.677052,-71.1454,42.263,13.32888962,-71.1426,42.2406,37
-71.1482,42.277,-9175.949367,-71.1454,42.2714,12.78656541,-71.1426,42.2434,55
-71.1482,42.2798,-9472.986185,-71.1454,42.2742,12.86741897,-71.1426,42.249,12
-71.1482,42.2826,-9853.643278,-71.1454,42.277,13.05300195,-71.1426,42.2518,39
-71.1482,42.2854,-10544.12608,-71.1454,42.2798,13.26085955,-71.1426,42.2546,29
-71.1482,42.2882,-10975.11546,-71.1454,42.2826,13.05063594,-71.1426,42.2714,1
-71.1482,42.291,-10301.34036,-71.1454,42.2854,13.09887456,-71.1426,42.2742,34
-71.1482,42.2938,-10143.57051,-71.1454,42.2882,13.37582562,-71.1426,42.277,13
-71.1482,42.2966,-10120.68346,-71.1454,42.291,13.22651,-71.1426,42.2798,26
-71.1482,42.3386,-15068.55671,-71.1454,42.2938,13.12892021,-71.1426,42.2826,34
-71.1482,42.3414,-14751.37702,-71.1454,42.2966,12.93645333,-71.1426,42.2854,59
-71.1482,42.3442,-14687.70967,-71.1454,42.3414,14.25789626,-71.1426,42.2882,46
-71.1482,42.347,-15230.12588,-71.1454,42.3442,14.22257656,-71.1426,42.291,35
-71.1482,42.3498,-15898.50712,-71.1454,42.347,15.3440622,-71.1426,42.2938,26
-71.1482,42.3526,-14970.35684,-71.1454,42.3498,15.64861988,-71.1426,42.2994,12
-71.1482,42.3554,-16203.66081,-71.1454,42.3526,13.11610376,-71.1426,42.3414,131
-71.1482,42.3582,-15845.73448,-71.1454,42.3554,14.54217419,-71.1426,42.3442,542
-71.1454,42.2518,-7428.123867,-71.1454,42.3582,14.01646474,-71.1426,42.347,111
-71.1454,42.2546,-7609.012046,-71.1454,42.361,13.40442048,-71.1426,42.3498,242
-71.1454,42.2574,-7794.238477,-71.1426,42.2378,13.78130724,-71.1426,42.3526,120
-71.1454,42.2602,-7982.64272,-71.1426,42.2406,12.66877738,-71.1426,42.3554,81
-71.1454,42.263,-8175.250193,-71.1426,42.2434,13.06984797,-71.1426,42.3582,85
-71.1454,42.2658,-8376.465987,-71.1426,42.2462,16.86880866,-71.1426,42.361,186
-71.1454,42.2686,-8593.077395,-71.1426,42.249,12.81931712,-71.1426,42.3638,6
-71.1454,42.2714,-8831.047599,-71.1426,42.2518,12.62186459,-71.1398,42.235,9
-71.1454,42.2742,-9089.463482,-71.1426,42.2546,12.9591306,-71.1398,42.2378,10
-71.1454,42.277,-9355.972327,-71.1426,42.2574,13.1588427,-71.1398,42.2406,32
-71.1454,42.2798,-9624.72205,-71.1426,42.2686,18.06052546,-71.1398,42.2434,29
-71.1454,42.2826,-9915.79339,-71.1426,42.2742,14.62113785,-71.1398,42.249,12
-71.1454,42.2854,-10372.12839,-71.1426,42.277,13.8517692,-71.1398,42.2518,23
-71.1454,42.2882,-10373.03901,-71.1426,42.2798,13.09618224,-71.1398,42.2546,28
-71.1454,42.291,-10332.01633,-71.1426,42.2826,12.98879729,-71.1398,42.2574,25
-71.1454,42.2938,-10311.0379,-71.1426,42.2854,13.13650336,-71.1398,42.2742,56
-71.1454,42.2966,-10327.22083,-71.1426,42.2882,13.03948559,-71.1398,42.277,266
-71.1454,42.3414,-14926.86557,-71.1426,42.291,13.07626089,-71.1398,42.2798,68
-71.1454,42.3442,-15035.42296,-71.1426,42.2938,12.95427514,-71.1398,42.2826,28
-71.1454,42.347,-15224.19864,-71.1426,42.2966,13.02274393,-71.1398,42.2854,98
-71.1454,42.3498,-15452.25204,-71.1426,42.2994,13.00403019,-71.1398,42.2882,50
-71.1454,42.3526,-15334.56421,-71.1426,42.3414,15.15218809,-71.1398,42.291,31
-71.1454,42.3554,-15395.98973,-71.1426,42.3442,14.85259035,-71.1398,42.2938,21
-71.1454,42.3582,-14995.29663,-71.1426,42.347,16.00885446,-71.1398,42.2966,1
-71.1454,42.361,-14086.19201,-71.1426,42.3498,17.30231349,-71.1398,42.3442,222
-71.1426,42.2378,-6800.954029,-71.1426,42.3526,13.65459228,-71.1398,42.347,226
-71.1426,42.2406,-6910.35165,-71.1426,42.3554,14.25726206,-71.1398,42.3498,304
-71.1426,42.2434,-7051.316719,-71.1426,42.3582,15.59008852,-71.1398,42.3526,282
-71.1426,42.2462,-7208.165051,-71.1426,42.361,13.49243803,-71.1398,42.3554,178
-71.1426,42.249,-7375.653183,-71.1426,42.3638,14.85612879,-71.1398,42.3582,51
-71.1426,42.2518,-7550.577799,-71.1398,42.235,13.85661155,-71.1398,42.361,90
-71.1426,42.2546,-7730.560218,-71.1398,42.2378,14.19835394,-71.1398,42.3638,16
-71.1426,42.2574,-7914.571059,-71.1398,42.2406,12.68981458,-71.137,42.235,25
-71.1426,42.2602,-8103.494596,-71.1398,42.2434,12.77555779,-71.137,42.2378,7
-71.1426,42.263,-8300.588817,-71.1398,42.249,12.73098431,-71.137,42.2406,28
-71.1426,42.2658,-8511.809388,-71.1398,42.2518,12.00422371,-71.137,42.2434,57
-71.1426,42.2686,-8746.210072,-71.1398,42.2546,12.54863199,-71.137,42.2462,38
-71.1426,42.2714,-9016.915972,-71.1398,42.2574,12.76464708,-71.137,42.2546,1
-71.1426,42.2742,-9332.781632,-71.1398,42.2686,15.46944371,-71.137,42.2714,24
-71.1426,42.277,-9634.636268,-71.1398,42.2714,14.48952589,-71.137,42.2742,72
-71.1426,42.2798,-9871.777334,-71.1398,42.2742,15.00006351,-71.137,42.277,192
-71.1426,42.2826,-10083.09059,-71.1398,42.277,12.87183887,-71.137,42.2798,91
-71.1426,42.2854,-10284.57486,-71.1398,42.2798,12.96710275,-71.137,42.2826,40
-71.1426,42.2882,-10412.138,-71.1398,42.2826,12.95877908,-71.137,42.2854,78
-71.1426,42.291,-10487.44023,-71.1398,42.2854,13.01010317,-71.137,42.2882,70
-71.1426,42.2938,-10543.29099,-71.1398,42.2882,13.17139221,-71.137,42.291,67
-71.1426,42.2966,-10582.84666,-71.1398,42.291,13.14982073,-71.137,42.2938,80
-71.1426,42.2994,-10627.91713,-71.1398,42.2938,12.96201792,-71.137,42.2966,3
-71.1426,42.3414,-14976.56878,-71.1398,42.2966,14.70940694,-71.137,42.3022,34
-71.1426,42.3442,-16361.09915,-71.1398,42.2994,13.22057842,-71.137,42.347,366
-71.1426,42.347,-16014.03801,-71.1398,42.3022,11.62108207,-71.137,42.3498,251
-71.1426,42.3498,-16259.96164,-71.1398,42.3442,14.22082957,-71.137,42.3526,284
-71.1426,42.3526,-16261.33428,-71.1398,42.347,14.11244828,-71.137,42.3554,226
-71.1426,42.3554,-15954.81995,-71.1398,42.3498,14.88848931,-71.137,42.3582,75
-71.1426,42.3582,-15450.45082,-71.1398,42.3526,13.69056923,-71.137,42.361,46
