42.3173944621,-71.0985316659
42.3173260004,-71.0985379579
42.3148493644,-71.0946691338
42.3091514173,-71.1026706072
42.3072190243,-71.0758891154
42.3040876681,-71.0574265618
42.3072978122,-71.0610131197
42.3036708833,-71.0634750568
42.3013890872,-71.0638051134
42.3057176259,-71.0640457464
42.31225436,-71.057586992
42.3113775146,-71.0684042542
42.3087566233,-71.0592533526
42.3109982534,-71.056508836
42.310976499,-71.0564088084
42.3109619452,-71.056310046
42.3109275624,-71.0561512597
42.2987181205,-71.0595338355
42.2988801283,-71.0697153373
42.3496148115,-71.1335829687
42.3495799846,-71.1336681785
42.3495424437,-71.1337519665
42.3495022044,-71.133830934
42.3493319662,-71.1340504393
42.3492428804,-71.13423437
42.3491527303,-71.1344196186
42.3490643402,-71.1346059479
42.3488866382,-71.1349801745
42.3489538705,-71.1354538478
42.3491128952,-71.1351264194
42.3492756577,-71.134793118
42.3493534182,-71.134630942
42.3494285879,-71.1344777522
42.3495106052,-71.1343069335
42.3496020916,-71.1341201924
42.348778641,-71.13616342
42.3487977542,-71.135954977
42.3488295373,-71.1357588321
42.3491270138,-71.1399618498
42.3562961452,-71.1371961108
42.3562455244,-71.1372182712
42.3561985037,-71.137247351
42.3561501297,-71.1372727949
42.3561026681,-71.1373024842
42.3560542292,-71.1373279712
42.3560062319,-71.1373530847
42.3559589904,-71.1373836016
42.3563675893,-71.1420054513
42.3791614807,-71.0323162082
42.3795335954,-71.0280691534
42.37998552,-71.0287408954
42.3800686471,-71.0277113086
42.3806731971,-71.0281456271
42.3805765025,-71.0284042503
42.3812980809,-71.0231531074
42.3804817656,-71.0315394322
42.3815358014,-71.0327249144
42.3807110266,-71.0336683603
42.3784336395,-71.0394875285
42.3732121369,-71.0345852337
42.3740950436,-71.0330895727
42.3704543843,-71.0347867651
42.3706738838,-71.032337467
42.3706257755,-71.0323934182
42.3705769324,-71.0324500847
42.3705263804,-71.0325087528
42.3705305511,-71.0383503623
42.3729543156,-71.0367076394
42.3761949054,-71.0388989841
42.3762527667,-71.0389172034
42.3767984961,-71.0368783228
42.3764925518,-71.0363611949
42.3754293475,-71.0335036541
42.3756786458,-71.0347388745
42.3776014422,-71.0344176802
42.3776854032,-71.0289538105
42.3777828599,-71.030532122
42.3787537871,-71.0321560494
42.3786343064,-71.0315503194
42.352065728,-71.0601827349
42.3490385311,-71.0609490878
42.3481377731,-71.0629105305
42.3440035123,-71.0886550901
42.3430690554,-71.0879421344
42.3430822013,-71.0880298846
42.3430975611,-71.0881257433
42.3427740331,-71.0882180427
42.3463314319,-71.0894914331
42.3462698432,-71.0895162559
42.3462115821,-71.0895332366
42.346151915,-71.0895482973
42.3460922691,-71.0895652898
42.3460324661,-71.0895819602
42.336587173,-71.0761605403
42.3387498548,-71.0801824208
